,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
270,Balikpapan,100,ID,1621730730,87,-1.2675,116.8289,79.18,3.02
271,Egvekinot,99,RU,1621730176,99,66.3167,-179.1667,29.28,3.33
272,Vostok,0,RU,1621730360,31,46.4856,135.8833,75.56,3.36
273,Mangan,2,IN,1621730731,57,27.5167,88.5333,77.9,1.28
274,High Level,40,CA,1621730731,28,58.5169,-117.136,75.31,6.69
275,Boa Vista,75,BR,1621730732,74,2.8197,-60.6733,82.4,13.8
276,Emba,6,KZ,1621730732,38,48.8264,58.1442,67.48,3.06
277,Maraã,100,BR,1621730733,98,-1.8333,-65.3667,74.98,2.01
278,Ouango,100,CF,1621730733,99,4.3133,22.5552,71.06,4.43
279,Elko,12,US,1621730712,69,41.0002,-115.5012,44.62,4.0
280,Krasnyy Chikoy,100,RU,1621730734,60,50.3643,108.7512,42.84,16.89
281,Bambous Virieux,75,MU,1621730207,72,-20.3428,57.7575,69.22,17.76
282,Henties Bay,0,NA,1621730734,35,-22.116,14.2845,70.86,9.71
283,Sirte,0,LY,1621730735,67,31.2089,16.5887,67.86,14.52
284,Moshi,100,TZ,1621730735,87,-3.35,37.3333,64.22,1.63
285,Barranco,90,PA,1621730736,89,9.5167,-82.7,78.8,3.33
286,Inta,24,RU,1621730736,49,66.0317,60.1659,57.43,15.26
287,Pala,98,TD,1621730477,62,9.3642,14.9046,79.32,5.77
288,Ust'-Ilimsk,14,RU,1621730601,35,58.0006,102.6619,50.92,3.78
289,Kourou,75,GF,1621730737,100,5.1552,-52.6478,79.0,8.55
290,Santa Lucía,40,ES,1621730737,68,27.9117,-15.5407,69.01,26.46
291,San Patricio,100,US,1621730192,82,28.017,-97.5169,81.28,14.2
292,Moussoro,72,TD,1621730738,12,13.6408,16.4901,86.76,10.56
293,Belūsovka,19,KZ,1621730738,73,50.1339,82.5239,47.25,2.89
294,Zomba,27,MW,1621730739,89,-15.386,35.3188,56.64,3.09
295,Jinchang,1,CN,1621730739,26,38.4953,102.1739,52.09,3.65
296,Bolshaya Sosnova,100,RU,1621730740,82,57.6713,54.6029,53.67,1.74
297,Doka,75,SD,1621730740,14,13.5167,35.7667,85.51,6.17
298,Viana,40,BR,1621730741,75,-20.3903,-40.4961,74.97,4.23
299,Bjelovar,100,HR,1621730741,82,45.8986,16.8489,55.4,0.6
300,Saint Paul Harbor,1,US,1621730174,62,57.79,-152.4072,53.11,8.05
301,Rochegda,9,RU,1621730742,80,62.8,43.25,49.89,8.93
302,Livingstone,4,ZM,1621730742,58,-17.8419,25.8543,54.0,5.37
303,Hurghada,0,EG,1621730742,48,27.2574,33.8129,72.21,27.22
304,Port Macquarie,0,AU,1621730743,65,-31.4333,152.9167,68.0,7.78
305,Ambilobe,9,MG,1621730358,84,-13.2,49.05,65.97,3.11
306,Grand Gaube,3,MU,1621730743,74,-20.0064,57.6608,69.39,1.99
307,Kalmunai,100,LK,1621730744,75,7.4167,81.8167,80.06,5.88
308,Miranda,100,CO,1621730744,94,3.2499,-76.2281,75.33,4.94
309,Hamilton,1,US,1621730196,63,39.1834,-84.5333,81.79,3.47
310,Worland,90,US,1621730745,50,44.0169,-107.9554,53.6,10.36
311,Puerto Rico,6,AR,1621730745,84,-26.796,-55.024,52.14,1.79
312,Manono,90,CD,1621730745,61,-7.3,27.4167,67.73,1.9
313,Zhigansk,11,RU,1621730363,46,66.7697,123.3711,41.14,1.19
314,Ixtapa,1,MX,1621730512,69,20.7,-105.2,81.63,12.66
315,Makokou,100,GA,1621730746,98,0.5738,12.8642,69.31,2.19
316,Jinxiang,98,CN,1621730747,85,27.4327,120.6062,70.65,1.21
317,Kavieng,99,PG,1621730195,74,-2.5744,150.7967,83.75,1.39
318,Paran'ga,100,RU,1621730747,86,56.7039,49.4047,50.81,1.59
319,Harrisburg,20,US,1621730587,50,40.2737,-76.8844,82.92,12.66
320,Iglesias,56,IT,1621730748,58,39.3114,8.535,61.63,1.41
321,Ilhabela,100,BR,1621730748,74,-23.7781,-45.3581,72.59,4.32
322,Saint-Augustin,100,CA,1621730749,95,51.226,-58.6502,40.5,10.38
323,Bara,100,NG,1621730749,71,10.3744,10.7288,78.93,11.79
324,Calderitas,92,MX,1621730749,77,18.55,-88.25,84.0,11.25
325,Beringovskiy,100,RU,1621730324,91,63.05,179.3167,31.98,4.18
326,Iranshahr,0,IR,1621730750,10,27.2025,60.6848,82.74,0.0
327,Samarai,100,PG,1621730750,64,-10.6167,150.6667,80.69,12.84
328,Presidencia Roque Sáenz Peña,0,AR,1621730751,60,-26.7852,-60.4388,54.91,3.91
329,Stavern,100,NO,1621730751,84,59.0,10.0333,51.31,12.59
330,Poções,9,BR,1621730751,84,-14.5297,-40.3653,61.77,3.22
331,Hamina,74,FI,1621730752,93,60.5697,27.1979,43.88,4.5
332,Baghdad,0,IQ,1621730725,22,33.3406,44.4009,85.91,14.25
333,Griffith,1,US,1621730752,48,41.5284,-87.4237,84.4,1.01
334,Nakamura,3,JP,1621730753,45,32.9833,132.9333,77.47,2.08
335,Kalengwa,0,ZM,1621730753,66,-13.4659,25.0027,51.98,5.5
336,Kenai,1,US,1621730276,62,60.5544,-151.2583,53.6,14.97
337,Inyonga,87,TZ,1621730754,76,-6.7167,32.0667,61.21,4.92
338,Ascension,71,US,1621730754,77,30.2169,-90.9001,77.22,9.89
339,Uch,6,FR,1621730755,83,45.3192,-0.9345,48.4,7.38
340,Morros,0,BR,1621730755,53,-9.4467,-46.3003,75.13,2.13
341,Oistins,75,BB,1621730756,69,13.0667,-59.5333,80.69,27.63
342,Te Anau,4,NZ,1621730629,70,-45.4167,167.7167,50.43,0.74
343,Biak,98,ID,1621730756,83,-0.9131,122.8766,78.39,5.93
344,Camacha,20,PT,1621730054,63,33.0833,-16.3333,61.56,14.97
345,Rahimatpur,76,IN,1621730757,80,17.6,74.2,74.14,4.03
346,Manta,75,EC,1621730557,83,-0.95,-80.7333,74.98,9.22
347,Port Blair,100,IN,1621730165,88,11.6667,92.75,80.8,17.9
348,Tahe,100,CN,1621730758,98,52.3333,124.7333,38.05,2.77
349,Muli,100,MV,1621730758,77,2.9167,73.5667,83.08,16.13
350,Harper,55,LR,1621730758,81,4.375,-7.7169,79.57,7.23
351,Tommot,100,RU,1621730189,37,58.9564,126.2925,49.57,10.4
352,North Myrtle Beach,1,US,1621730759,69,33.816,-78.68,75.49,6.91
353,Guerrero Negro,0,MX,1621730353,55,27.9769,-114.0611,63.03,22.1
354,Eyl,87,SO,1621730759,69,7.9803,49.8164,80.51,18.72
355,Vanimo,100,PG,1621730175,65,-2.6741,141.3028,86.05,0.67
356,Maragogi,51,BR,1621730177,69,-9.0122,-35.2225,77.27,7.34
357,Ceres,1,US,1621730760,22,37.5949,-120.9577,78.8,13.8
358,Ubari,0,LY,1621730298,13,26.5921,12.7805,84.47,11.81
359,Atar,0,MR,1621730761,25,20.5169,-13.0499,84.29,6.46
360,Havøysund,100,NO,1621730284,57,70.9963,24.6622,31.08,10.74
361,Havre-St-Pierre,90,CA,1621730183,93,50.2334,-63.5986,48.56,6.91
362,Bouna,100,CI,1621730762,86,9.2667,-3.0,73.81,3.06
363,Kathmandu,20,NP,1621730463,88,27.7167,85.3167,70.02,2.3
364,Kingsport,100,US,1621730581,78,36.5484,-82.5618,76.26,1.25
365,Ulladulla,1,AU,1621730763,66,-35.35,150.4667,62.67,5.55
366,Port Lincoln,100,AU,1621730318,41,-34.7333,135.8667,67.51,16.84
367,Alexandria,0,EG,1621730542,67,31.2156,29.9553,68.25,15.48
368,Säkylä,21,FI,1621730764,91,61.0333,22.3333,44.64,4.0
369,Kirakira,100,SB,1621730764,78,-10.4544,161.9205,83.48,10.78
370,Ambovombe,50,MG,1621730765,83,-25.1667,46.0833,62.65,3.87
371,Newark,1,US,1621730516,45,40.7357,-74.1724,84.74,7.83
372,Naviraí,82,BR,1621730766,85,-23.065,-54.1906,66.18,4.18
373,Tegul'det,100,RU,1621730766,87,57.3064,88.1667,49.84,6.69
374,Swan Hill,23,AU,1621730766,49,-35.3378,143.5544,63.79,7.36
375,Torbay,75,CA,1621730128,94,47.6666,-52.7314,54.75,24.16
376,Ust-Nera,100,RU,1621730767,73,64.5667,143.2,42.31,2.21
377,Bakchar,0,RU,1621730341,82,57.0186,82.0711,62.37,4.32
378,Ballina,13,AU,1621730768,73,-28.8667,153.5667,67.96,10.36
379,Ratangarh,100,IN,1621730768,43,28.0833,74.6,80.44,4.43
380,Huntingdon,12,GB,1621730769,91,52.3305,-0.1865,47.79,7.81
381,Khartoum,0,SD,1621730612,13,15.5518,32.5324,88.0,1.99
382,Varkaus,6,FI,1621730769,96,62.3153,27.873,44.71,2.57
383,Chapais,100,CA,1621730335,91,49.7834,-74.8492,51.58,7.16
384,Sprockhövel,88,DE,1621730770,86,51.35,7.25,49.3,8.93
385,Wieluń,86,PL,1621730770,85,51.221,18.5696,48.88,8.95
386,Bose,100,IT,1621730771,89,45.4612,8.0137,56.08,2.93
387,Jiuquan,0,CN,1621730772,15,39.7432,98.5174,50.09,3.33
388,Wahiawā,90,US,1621730772,57,21.5028,-158.0236,82.72,12.66
389,Apricena,0,IT,1621730772,42,41.7839,15.4437,62.6,5.75
390,Batouri,75,CM,1621730773,99,4.4333,14.3667,67.75,2.53
391,Viedma,98,AR,1621730217,76,-40.8135,-62.9967,51.6,7.34
392,Mackay,90,AU,1621730773,78,-21.15,149.2,77.68,17.27
393,College,75,US,1621730774,50,64.8569,-147.8028,53.55,10.36
394,Tarquinia,98,IT,1621730774,61,42.2482,11.7553,65.21,15.86
395,Abhā,0,SA,1621730232,57,18.2164,42.5053,67.82,3.0
396,Palmer,75,US,1621730342,51,42.1584,-72.3287,82.0,6.33
397,Arenys de Mar,100,ES,1621730775,71,41.5819,2.5494,60.6,3.0
398,El Batey,75,DO,1621730504,94,19.7667,-70.5167,74.23,9.22
399,Zhezkazgan,0,KZ,1621730776,44,47.8043,67.7144,63.7,11.48
400,Portland,40,US,1621730170,55,45.5234,-122.6762,72.9,1.01
401,Naze,100,JP,1621730271,89,28.3667,129.4833,67.12,11.34
402,Nishihara,75,JP,1621730777,89,26.1842,127.7558,84.2,13.8
403,Batagay-Alyta,97,RU,1621730252,59,67.8006,130.4114,34.0,3.71
404,Benghazi,0,LY,1621730777,50,32.1167,20.0667,66.99,11.03
405,Ngama,6,TD,1621730778,46,11.7833,17.1667,82.49,5.7
406,Los Llanos de Aridane,75,ES,1621730264,75,28.6585,-17.9182,65.95,25.14
407,Sakaiminato,20,JP,1621730778,68,35.55,133.2333,71.58,14.97
408,Artyom,0,AZ,1621730779,77,40.4723,50.333,64.4,4.61
409,Bauchi,100,NG,1621730779,77,10.5,10.0,76.12,10.22
410,Olafsvik,100,IS,1621730351,80,64.8945,-23.7142,40.8,17.05
411,Rohatyn,0,UA,1621730780,87,49.409,24.6093,48.2,6.71
412,Marsh Harbour,4,BS,1621730780,65,26.5412,-77.0636,74.48,19.62
413,Okato,99,NZ,1621730780,63,-39.2,173.8833,57.42,11.32
414,Katherine,6,AU,1621730781,43,-14.4667,132.2667,82.72,12.44
415,Buala,100,SB,1621730331,78,-8.145,159.5921,83.48,6.26
416,Arrondissement de Bressuire,8,FR,1621730781,96,46.9167,-0.5,47.97,8.61
417,Babati,98,TZ,1621730782,96,-4.2167,35.75,55.51,1.07
418,Kjøllefjord,100,NO,1621730782,59,70.9457,27.3465,33.76,13.04
419,Nova Olinda do Norte,97,BR,1621730783,93,-3.8881,-59.0942,75.65,1.86
420,Solenzo,42,BF,1621730783,40,12.1833,-4.0833,89.13,3.51
421,Anta,34,IN,1621730784,33,25.15,76.3,86.94,13.71
422,Aklavik,99,CA,1621730295,55,68.2191,-135.0107,61.52,14.83
423,Dzilam González,100,MX,1621730784,83,21.2833,-88.9333,76.73,9.55
424,Laguna,1,US,1621730089,32,38.421,-121.4238,80.56,7.0
425,Avera,1,US,1621730785,60,33.194,-82.5271,75.2,3.62
426,Bereda,61,ES,1621730786,100,43.2686,-7.5406,45.0,1.01
427,Jalu,0,LY,1621730187,21,29.0331,21.5482,72.91,6.6
428,Baharly,0,TM,1621730787,19,38.4362,57.4316,79.18,5.5
429,Flinders,1,AU,1621730787,77,-34.5833,150.8552,66.18,1.01
430,Nhulunbuy,75,AU,1621730787,70,-12.2333,136.7667,84.81,14.97
431,Rādhanpur,0,IN,1621730788,72,23.8333,71.6,82.92,11.79
432,Port-Gentil,99,GA,1621730335,83,-0.7193,8.7815,78.51,5.01
433,Coachella,1,US,1621730732,10,33.6803,-116.1739,82.99,8.05
434,Lobito,100,AO,1621730788,80,-12.3481,13.5456,76.42,1.52
435,Hualmay,16,PE,1621730540,85,-11.0964,-77.6139,63.77,1.48
436,Sitka,90,US,1621730789,87,57.0531,-135.33,46.29,8.05
437,Mahon,0,ES,1621730790,77,39.8885,4.2658,60.8,5.75
438,Eskil,46,TR,1621730790,77,38.4017,33.4131,48.94,11.45
439,Treinta y Tres,100,UY,1621730790,89,-33.2333,-54.3833,49.1,23.06
440,Bereket,0,TM,1621730791,19,39.2446,55.5154,79.09,12.5
441,Cochrane,1,CA,1621730791,56,51.1834,-114.4687,58.62,14.99
442,Leh,89,IN,1621730792,49,34.1667,77.5833,41.7,0.45
443,San Jorge,100,AR,1621730792,73,-31.8962,-61.8598,53.01,18.3
444,Aswān,0,EG,1621730793,23,24.0934,32.907,75.38,14.05
445,Kibondo,45,TZ,1621730793,92,-3.5864,30.7203,58.39,3.85
446,Redding,75,US,1621730584,31,40.5865,-122.3917,78.03,3.6
447,Ushtobe,0,KZ,1621730794,54,45.2514,77.9838,62.24,15.84
448,Ginir,31,ET,1621730794,87,7.1333,40.7,56.16,5.84
449,Teguise,0,ES,1621730795,72,29.0605,-13.564,66.2,32.21
450,Panzhihua,36,CN,1621730795,43,26.5851,101.7128,85.6,1.66
451,Sørland,100,NO,1621730307,75,67.667,12.6934,42.84,19.82
452,Severnoye,21,RU,1621730796,64,56.3491,78.3619,65.41,6.98
453,Lakatoro,45,VU,1621730796,59,-16.0999,167.4164,79.86,3.22
454,Norman Wells,90,CA,1621730578,44,65.282,-126.8329,60.84,10.36
455,Bom Jardim,0,BR,1621730797,88,-7.7958,-35.5872,69.8,8.05
456,Varca,40,IN,1621730797,80,15.2167,73.9167,82.4,6.4
457,Gemena,100,CD,1621730655,100,3.25,19.7667,69.35,1.32
458,Nybro,100,SE,1621730798,93,56.7446,15.9071,49.73,5.32
459,Tasiilaq,100,GL,1621730199,91,65.6145,-37.6368,28.56,2.04
460,Noumea,14,NC,1621730332,64,-22.2763,166.4572,76.98,7.45
461,Wuchang,100,CN,1621730798,50,44.9143,127.15,73.69,20.89
462,Dzhubga,100,RU,1621730799,96,44.3211,38.7039,60.66,1.01
463,Burnie,84,AU,1621730799,86,-41.0667,145.9167,54.0,3.0
464,Weymouth,90,US,1621730800,71,42.2209,-70.9398,80.74,1.99
465,San Juan,0,AR,1621730800,18,-31.5375,-68.5364,19.99,21.0
466,Zyryanka,100,RU,1621730730,36,65.75,150.85,53.02,8.01
467,Kattivākkam,100,IN,1621730801,68,13.2167,80.3167,83.07,7.76
468,Lampazos de Naranjo,0,MX,1621730203,41,27.0167,-100.5167,87.82,16.71
469,Laas,97,IT,1621730330,98,46.6166,10.7002,50.88,2.17
470,Ambon City,40,ID,1621730801,74,-3.6954,128.1814,86.0,2.3
471,Sakakah,0,SA,1621730216,26,29.9697,40.2064,76.57,10.83
472,Lishui,100,CN,1621730802,93,28.4604,119.9103,70.05,2.77
473,Zhengjiatun,100,CN,1621730802,31,43.5064,123.5064,63.41,18.86
474,Bafoulabé,8,ML,1621730803,15,13.8065,-10.8321,92.79,5.19
475,Sola,75,VU,1621730803,70,-13.8833,167.55,83.07,5.75
476,Suntar,9,RU,1621730804,28,62.1444,117.6319,55.58,2.17
477,Vinh,11,VN,1621730563,63,18.6667,105.6667,88.47,2.48
478,Doha,0,QA,1621730804,63,25.2867,51.5333,88.12,3.44
479,Coyhaique,75,CL,1621730021,87,-45.5752,-72.0662,42.75,0.0
480,Cañon City,1,US,1621730805,56,38.441,-105.2424,66.04,7.0
481,Nizhnyaya Omka,52,RU,1621730806,54,55.4338,74.9426,67.68,6.62
482,Carballo,84,ES,1621730785,92,43.213,-8.691,53.87,1.5
483,San Miguel de Cozumel,100,MX,1621730806,85,20.5083,-86.9458,80.01,4.0
484,Pismo Beach,1,US,1621730806,53,35.1428,-120.6413,67.98,3.0
485,Pareora,0,NZ,1621730807,50,-44.4871,171.2132,52.77,3.56
486,Kununurra,0,AU,1621730283,54,-15.7667,128.7333,80.58,1.14
487,Mondlo,80,ZA,1621730807,94,-27.983,30.7177,49.01,3.44
488,Suez,0,EG,1621730808,81,29.9737,32.5263,62.42,8.86
489,Xai-Xai,34,MZ,1621730300,62,-25.0519,33.6442,69.51,10.02
490,Oddur,4,SO,1621730808,86,4.1213,43.8894,69.76,14.29
491,Akhaldaba,91,GE,1621730809,99,41.654,42.1516,51.03,1.92
492,Mandan,90,US,1621730626,100,46.8267,-100.8896,50.04,11.5
493,Itarema,100,BR,1621730302,74,-2.9248,-39.9167,79.75,12.71
494,Timizart,100,DZ,1621730810,60,36.8,4.2667,69.96,6.29
495,Sangar,0,RU,1621730810,31,63.9242,127.4739,47.95,11.27
496,Auki,100,SB,1621730810,75,-8.7676,160.7034,83.52,4.94
497,Port Shepstone,3,ZA,1621730811,82,-30.7414,30.455,59.25,7.25
498,Bullhead City,75,US,1621730811,11,35.1478,-114.5683,80.11,8.05
499,Maniitsoq,100,GL,1621730812,85,65.4167,-52.9,30.69,16.93
500,Lahat,87,ID,1621730812,81,-3.8,103.5333,77.9,0.47
501,Brae,10,GB,1621730813,75,60.3964,-1.353,39.11,5.44
502,Noshiro,75,JP,1621730813,94,40.2039,140.0242,60.8,4.61
503,Pasni,0,PK,1621730814,44,25.2631,63.471,86.22,6.82
504,Sioux Lookout,90,CA,1621730814,93,50.1001,-91.917,46.78,10.36
505,Saraland,46,US,1621730814,69,30.8207,-88.0706,77.02,5.91
506,Waipawa,100,NZ,1621730815,69,-41.4122,175.5153,55.45,10.27
507,Zorritos,76,PE,1621730815,76,-3.6805,-80.6782,73.8,4.81
508,Mehamn,100,NO,1621730816,58,71.0357,27.8492,33.76,13.62
509,Tamandaré,38,BR,1621730313,72,-8.7597,-35.1047,76.51,6.29
510,Maxixe,16,MZ,1621730817,72,-23.8597,35.3472,66.92,10.74
511,Iberia,1,US,1621730817,82,29.9502,-91.7507,80.67,9.95
512,Ugoofaaru,100,MV,1621730817,76,5.6667,73.0,83.97,19.28
513,Manzhouli,100,CN,1621730818,62,49.6,117.4333,47.64,7.54
514,Zhaotong,100,CN,1621730818,90,27.3167,103.7167,57.13,4.92
515,Baker City,90,US,1621730552,76,44.7749,-117.8344,51.15,3.44
516,Zalari,19,RU,1621730819,60,53.5584,102.5065,46.2,10.83
517,Kudahuvadhoo,100,MV,1621730819,76,2.6708,72.8944,82.85,15.5
518,Cabinda,100,AO,1621730270,82,-5.55,12.2,78.3,6.62
519,Olinda,40,BR,1621730820,69,-8.0089,-34.8553,78.8,8.05
520,Mafinga,19,TZ,1621730323,71,-7.25,35.0667,61.39,2.33
521,Gorontalo,100,ID,1621730728,87,0.5412,123.0595,79.74,0.56
522,Lillooet,59,CA,1621730821,18,50.6856,-121.942,81.36,1.9
523,Tartous,40,SY,1621730821,83,34.889,35.8866,69.8,9.22
524,Poso,100,ID,1621730822,78,-1.3959,120.7524,80.4,2.24
525,Jasper,1,US,1621730822,69,37.2001,-94.3502,75.2,5.75
526,Rafaela,50,AR,1621730823,62,-31.2503,-61.4867,53.06,4.0
527,Lashma,52,RU,1621730823,79,54.9321,41.1438,49.03,3.31
528,Yantal',97,RU,1621730823,59,56.8471,105.2542,46.74,6.62
529,Yenagoa,49,NG,1621730824,95,4.9247,6.2642,72.73,3.4
530,Alta Floresta,100,BR,1621730824,90,-9.8756,-56.0861,73.58,1.28
531,Bontang,100,ID,1621730575,89,0.1333,117.5,78.12,6.33
532,Shaowu,90,CN,1621730825,89,27.3409,117.4831,80.29,1.9
533,Sisimiut,100,GL,1621730825,89,66.9395,-53.6735,29.12,4.79
534,Kapuskasing,90,CA,1621730826,93,49.4169,-82.4331,41.09,10.36
535,Pangai,75,TO,1621730826,83,-19.8,-174.35,80.6,5.75
536,Weiser,100,US,1621730827,60,44.251,-116.9693,57.4,6.98
537,Porto-Novo,100,BJ,1621730827,84,6.4965,2.6036,79.66,5.08
538,Nānākuli,75,US,1621730828,60,21.3906,-158.1547,85.95,2.66
539,Mergen,100,CN,1621730828,60,49.1833,125.2167,59.47,11.16
540,Katangli,17,RU,1621730828,76,51.7102,143.2326,45.66,11.32
541,Neiafu,75,TO,1621730829,79,-18.65,-173.9833,84.2,6.91
542,North Bend,1,US,1621730584,69,43.4065,-124.2243,61.25,9.22
543,Luba,20,GQ,1621730830,100,3.4568,8.5547,77.0,8.05
544,Shimoda,64,JP,1621730830,77,34.6667,138.95,72.1,0.36
